recording_id,sensor,schema_ok,n_samples,start_s,end_s,duration_s,sampling_rate_hz,min_interval_s,max_interval_s,largest_gap_over_median,missing_values,infinite_values,duplicate_rows,duplicate_timestamps,non_positive_intervals,non_positive_epoch_intervals,clock_interval_difference_max_s,integer_timestamp,participant_id,class
R036,Gyroscope,True,5432,0.062140869140625,54.5873603515625,54.525219482421875,99.6036281399537,0.010037841796872726,0.010041015624999261,1.0001215864598911,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R036,Gravity,True,5432,0.062140869140625,54.5873603515625,54.525219482421875,99.6036281399537,0.010037841796872726,0.010041015624999261,1.0001215864598911,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R037,Accelerometer,True,4983,0.05815869140625,50.075439453125,50.01728076171875,99.60362813997021,0.010038085937498664,0.010041259765625199,1.000145903752177,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R037,Gyroscope,True,4983,0.05815869140625,50.075439453125,50.01728076171875,99.60362813997021,0.010038085937498664,0.010041259765625199,1.000145903752177,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R037,Gravity,True,4983,0.05815869140625,50.075439453125,50.01728076171875,99.60362813997021,0.010038085937498664,0.010041259765625199,1.000145903752177,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R038,Accelerometer,True,5136,0.063865478515625,51.6172548828125,51.55338940429688,99.6036281399537,0.010037841796872726,0.010041015625002814,1.000121586460245,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R038,Gyroscope,True,5136,0.063865478515625,51.6172548828125,51.55338940429688,99.6036281399537,0.010037841796872726,0.010041015625002814,1.000121586460245,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R038,Gravity,True,5136,0.063865478515625,51.6172548828125,51.55338940429688,99.6036281399537,0.010037841796872726,0.010041015625002814,1.000121586460245,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R039,Accelerometer,True,4802,0.0598466796875,48.26050634765625,48.20065966796875,99.60120610839977,0.010038085937502217,0.0100407714843751,1.0000729501025873,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R039,Gyroscope,True,4802,0.0598466796875,48.26050634765625,48.20065966796875,99.60120610839977,0.010038085937502217,0.0100407714843751,1.0000729501025873,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R039,Gravity,True,4802,0.0598466796875,48.26050634765625,48.20065966796875,99.60120610839977,0.010038085937502217,0.0100407714843751,1.0000729501025873,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R040,Accelerometer,True,4883,0.04906787109375,49.06369848632813,49.01463061523438,99.60120610836452,0.010038574218746987,0.010041503906251137,1.000145900204467,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R040,Gyroscope,True,4883,0.04906787109375,49.06369848632813,49.01463061523438,99.60120610836452,0.010038574218746987,0.010041503906251137,1.000145900204467,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R040,Gravity,True,4883,0.04906787109375,49.06369848632813,49.01463061523438,99.60120610836452,0.010038574218746987,0.010041503906251137,1.000145900204467,0,0,0,0,0,0,4.257812530120142e-07,True,P02,bumpy
R041,Accelerometer,True,4777,0.059294921875,48.009843994140624,47.95054907226562,99.60120610836452,0.010038574218746987,0.010041015624999261,1.00009726680286,0,0,0,0,0,0,3.8164062707464474e-07,True,P02,bumpy
R041,Gyroscope,True,4777,0.059294921875,48.009843994140624,47.95054907226562,99.60120610836452,0.010038574218746987,0.010041015624999261,1.00009726680286,0,0,0,0,0,0,3.8164062707464474e-07,True,P02,bumpy
R041,Gravity,True,4777,0.059294921875,48.009843994140624,47.95054907226562,99.60120610836452,0.010038574218746987,0.010041015624999261,1.00009726680286,0,0,0,0,0,0,3.8164062707464474e-07,True,P02,bumpy
