time,seconds_elapsed,z,y,x
1788862018307816000,0.05181591796875,8.692298764801025,4.1006688934326165,1.9780594841003416
1788862018317857000,0.06185693359375,8.518868782043457,4.68620083694458,2.0618565422058106
1788862018327899000,0.07189892578125,7.709179708099365,4.39859736251831,1.8324620956420898
1788862018337940000,0.08193994140625,6.841730519104003,4.129249675750732,1.7494132255554198
1788862018347981000,0.09198095703125,7.522581616210937,4.228459407043457,1.4565724349975586
1788862018358023200,0.102023193359375,7.135169860076904,4.120720332336425,1.3850456604003905
1788862018368064300,0.112064208984375,6.731297967529296,4.025999729156494,1.505354293823242
1788862018378106000,0.122106201171875,7.20789373550415,3.8290766426086424,1.4149731811523436
1788862018388147200,0.132147216796875,7.789235826110839,3.0705636291503904,1.5113397979736327
1788862018398189000,0.14218896484375,7.946056034851074,2.205209366607666,1.6856676063537597
1788862018408230100,0.152230224609375,7.792378215789794,1.798494359588623,1.5343839889526367
1788862018418272000,0.16227197265625,7.440430571746826,1.6121955429077148,1.3633482078552246
1788862018428313000,0.17231298828125,6.679972269439697,1.4299369415283203,1.5408184059143066
1788862018438355000,0.18235498046875,6.67802698059082,1.4745289474487304,2.3235727111816407
1788862018448396000,0.19239599609375,7.182156067657471,2.051082634735107,2.8624177223205565
1788862018458436900,0.202436767578125,6.942885539245605,2.576011348724365,3.2983120620727537
1788862018468479200,0.212479248046875,6.004358488464355,2.8823195236206054,3.9131729759216305
1788862018478520000,0.22252001953125,5.017648129272461,3.1118636077880857,4.613925874328613
1788862018488562200,0.232562255859375,4.370764768218994,3.512742748260498,5.126733942413329
1788862018498603000,0.24260302734375,4.305073860168457,3.892971899414062,5.4412721855163575
1788862018508645000,0.25264501953125,4.638167166137695,3.699640115356445,5.6946086486816405
1788862018518686000,0.26268603515625,5.626822814178467,3.520374266052246,2.465429159545898
1788862018528728000,0.27272802734375,7.9946882560729975,3.1220389648437497,0.5219359619140624
1788862018538769000,0.282768798828125,9.422081358337401,0.9323919090270996,1.8819921424865722
1788862018548810000,0.29281005859375,8.09524472579956,-1.3682862487792968,4.460248055267334
1788862018558851800,0.302851806640625,5.979069733428955,-1.6632219657897949,5.459976885986328
1788862018568893000,0.312892822265625,5.253177717590332,-0.7748235122680663,5.389497574615478
1788862018578935000,0.32293505859375,5.346401944732666,0.009127893829345703,6.062717153930664
1788862018588976000,0.33297607421875,5.229834251403808,0.6762123313903808,6.9972039894104
1788862018599018000,0.34301806640625,4.795735562896728,1.0871171913146973,7.525724005889892
1788862018609059000,0.35305908203125,4.268412647247314,0.824802471923828,7.6196964210510245
1788862018619101000,0.363100830078125,4.44962378540039,0.1545756446838379,7.310545131683349
1788862018629142000,0.37314208984375,4.74994645614624,-0.7499836700439453,6.324582960510254
1788862018639184000,0.383183837890625,5.234323379516601,-1.4012065216064453,5.961412496185303
1788862018649225000,0.393224853515625,6.114940677642822,-1.298555125427246,6.8201827041625975
1788862018659266000,0.40326611328125,6.305130072021484,-0.40177696609497066,8.500313719177246
1788862018669308000,0.413307861328125,5.735310076904296,0.8028057441711425,9.587131635284424
1788862018679349000,0.423348876953125,4.550030617523193,1.3916297149658203,9.810241302490233
1788862018689391000,0.43339111328125,3.1765070526123047,1.501014803314209,9.36626653213501
1788862018699432200,0.44343212890625,2.635417477416992,1.290923607635498,9.018957653808593
1788862018709474000,0.45347412109375,3.090764705657959,1.0645219131469725,9.339182125854492
1788862018719515100,0.46351513671875,3.550301786804199,1.4419079498291014,10.398317085266113
1788862018729557000,0.473556884765625,3.54970323638916,2.34287596206665,11.458200232696532
1788862018739598000,0.48359814453125,2.602347566986084,2.179770973968506,11.426327423095703
1788862018749640000,0.493639892578125,0.5129577056884765,1.7628806098937988,10.575787283325194
1788862018759681000,0.503680908203125,-2.116923180389404,3.3233015419006344,9.905261180877686
1788862018769722000,0.51372216796875,-4.471470875549316,2.1378724449157716,9.414449840545654
1788862018779764000,0.523763916015625,-6.395810459899902,2.10674782333374,8.945186315155029
1788862018789805000,0.53380517578125,-7.173327449035644,3.47922392501831,9.828197814941406
1788862018799847200,0.54384716796875,-8.087313932800292,5.00552748336792,11.673977657318115
1788862018809888000,0.553887939453125,-12.987496543121337,7.6114663528442374,16.200515171051023
1788862018819930000,0.56393017578125,-30.280066946411132,13.857788846588134,25.516054555511474
1788862018829971200,0.57397119140625,-35.14583290786743,13.122619299316405,27.377396708679196
1788862018840013000,0.584012939453125,-19.917213973236084,3.3539772506713863,17.778892615509033
1788862018850054100,0.59405419921875,1.7565958305358886,3.4480993034362792,7.999327021789551
1788862018860095000,0.604094970703125,-1.9559131187438963,7.914033587646484,5.535992788696289
1788862018870137000,0.61413720703125,-9.305214389801025,2.8259061470031734,6.138733056640625
1788862018880178000,0.624177978515625,-5.390545037841797,1.8972551780700682,5.23522120513916
1788862018890220300,0.63422021484375,-6.580163987731933,1.8209400001525877,2.242918042755127
1788862018900261000,0.64426123046875,-7.66129567489624,0.668431175994873,-0.4547486778259277
1788862018910303200,0.65430322265625,-5.938218667602539,-1.7860744384765623,2.5508722312927246
1788862018920344000,0.664343994140625,-1.8764555511474608,-1.722478456878662,6.7000237083435055
1788862018930386200,0.67438623046875,0.8628104232788085,-2.0087351928710935,9.961674557495117
1788862018940427000,0.684427001953125,2.3690625427246093,-5.88614478149414,7.99962629699707
1788862018950469000,0.69446923828125,-3.199251968383789,-7.129184355926514,0.11956044540405272
1788862018960510000,0.704510009765625,-6.085312432098388,-1.862239978790283,-0.21398177337646482
1788862018970551000,0.714551025390625,-1.812560294342041,1.9437924728393554,20.638317585754393
1788862018980593000,0.724593017578125,-0.13631985702514648,-4.914098907470703,19.61449710083008
1788862018990634000,0.734634033203125,-5.022586170196533,-4.254047437286377,10.653748474884033
1788862019000676000,0.744676025390625,-10.921899060821533,-6.211157656860351,15.815946529388427
1788862019010717200,0.75471728515625,-12.425008790588379,-3.6782419380187985,14.212429967498778
1788862019020759000,0.764759033203125,-12.701987995147704,-7.822006461334228,6.181230136108398
1788862019030799400,0.77479931640625,-10.18328784866333,-12.816760037231445,0.2790741310119629
1788862019040841200,0.78484130859375,-5.303904865264892,-19.390489608001708,-1.5409680435180664
1788862019050882300,0.79488232421875,-4.192247106933594,-18.07906564865112,4.898835871887207
1788862019060923400,0.80492333984375,-4.018368211364746,-14.547019649505614,9.823708686828613
1788862019070965200,0.81496533203125,-3.1007904251098632,-16.020052220916746,10.287884533691406
1788862019081006300,0.82500634765625,-3.4931402221679684,-14.953884294128416,9.554061724853515
1788862019091048400,0.83504833984375,-4.376600634765625,-13.07443599090576,8.645312557220459
1788862019101089500,0.845089599609375,-5.215319403839111,-11.105803675842285,7.794473142242431
1788862019111131400,0.85513134765625,-4.100219980621338,-8.483255032348632,2.5911247467041014
1788862019121172500,0.86517236328125,-5.3113867454528805,-5.951985327148437,-3.6508582565307615
1788862019131214300,0.87521435546875,-7.2057988090515135,-4.41775097579956,-6.554276682281494
1788862019141255400,0.88525537109375,1.8001403732299803,-1.5153800132751465,-1.6825252166748046
1788862019151297300,0.89529736328125,-3.905840733337402,-4.943577515411377,7.422324421691894
1788862019161338400,0.90533837890625,-10.759991173553466,-5.467608403778076,5.716755014038085
1788862019171379200,0.915379150390625,-8.220790675354003,-2.0459949562072755,2.622099730682373
1788862019181421300,0.92542138671875,-6.311115576171875,-0.9238625656127929,2.9267618919372556
1788862019191462400,0.93546240234375,-5.52252540435791,-1.3652934967041015,4.019415674591064
1788862019201504500,0.94550439453125,-4.784512742614746,-2.521094348144531,4.536862508392334
1788862019211545300,0.95554541015625,-4.597914650726318,-4.630834923553467,4.31554849243164
1788862019221587500,0.96558740234375,-4.4482770469665525,-5.813869818878174,4.657620054626465
1788862019231628500,0.975628662109375,-4.241028965759277,-5.393537789916992,6.1361892173767085
1788862019241670400,0.98567041015625,-2.316839019012451,-4.04126276473999,8.520065882873535
1788862019251711500,0.99571142578125,-5.156960738372803,-4.267365184020996,9.200916979980468
1788862019261753300,1.00575341796875,-7.455693607330322,-5.699247414398193,8.536376381683349
1788862019271794400,1.01579443359375,-6.030395431518555,-6.772149033355713,7.82679486465454
1788862019281835300,1.025835205078125,-5.328295794677734,-6.820631616973877,7.489810980987548
1788862019291877400,1.03587744140625,-6.734589994812011,-6.344335124206543,6.522254235076904
1788862019301918200,1.045918212890625,-6.250961259460449,-6.214898596954345,5.6947582862854
1788862019311960600,1.055960693359375,-4.427477420043945,-5.276670821380615,6.290315949249267
1788862019322001400,1.06600146484375,-3.4790742874145506,-5.6304141166687005,6.38443800201416
1788862019332043500,1.07604345703125,-3.256712808227539,-4.899434422302246,6.257246038818359
1788862019342084400,1.08608447265625,-4.422240103912353,-3.838952724456787,5.721842692565918
1788862019352126500,1.09612646484375,-6.673238577270507,-4.365976364898682,5.065382524871826
1788862019362167300,1.106167236328125,-7.948749511718749,-5.658396348571777,4.459948780059814
1788862019372208400,1.11620849609375,-5.600486595916748,-4.946719905090331,3.8896798721313472
1788862019382250200,1.126250244140625,-4.215590573120117,-3.840748375701904,2.9569886878967284
1788862019392291300,1.136291259765625,-4.938639474487305,-4.630086735534667,1.2190975578308105
1788862019402333400,1.14633349609375,-6.272209799194336,-8.25505768661499,-0.5503671066284179
1788862019412374500,1.15637451171875,-5.2453965621948235,-9.121010499572753,1.4407108489990235
1788862019422416400,1.16641650390625,-4.650886362457275,-8.040178087615967,3.8332664955139157
1788862019432457500,1.17645751953125,-4.974702136993408,-7.662941688537598,4.127154749298096
1788862019442499300,1.186499267578125,-5.219509256744384,-7.713519198608398,3.787627026367187
1788862019452540400,1.19654052734375,-5.552004012298584,-9.176974963378905,3.743633570861816
1788862019462581500,1.20658154296875,-5.099799173736572,-9.696367086029053,4.649240348815917
1788862019472623400,1.216623291015625,-5.783643022918701,-10.431835908508301,4.943577515411377
1788862019482664400,1.22666455078125,-5.420771833801269,-9.805901811981201,5.590760151672363
1788862019492706300,1.236706298828125,-2.564638890838623,-4.847809449005126,6.5628060256958
1788862019502747400,1.246747314453125,-6.116885966491699,-7.960271607208251,1.0538976432800293
1788862019512789500,1.25678955078125,-5.957222643280029,4.157381545257568,6.507440112304687
1788862019522830600,1.26683056640625,-7.3271549057006835,0.6049848320007324,6.608146219635009
1788862019532872400,1.27687255859375,-6.018574060821533,-7.691971383666992,2.6351182022094726
1788862019542913500,1.28691357421875,-4.966172793579101,-14.359673369598388,2.179621336364746
1788862019552954400,1.296954345703125,-4.773439559936524,-14.307000933074951,4.673780915832519
1788862019562996500,1.30699658203125,-5.735010801696777,-11.487529203033446,5.437531245422363
1788862019573037300,1.317037353515625,-7.196521277618408,-8.877849393463134,3.7707179771423336
1788862019583079400,1.327079345703125,-7.866598467254638,-7.785345248413085,3.368192823028564
1788862019593120300,1.337120361328125,-6.972214509582519,-7.154772386169433,3.6920085975646972
1788862019603162400,1.347162353515625,-5.919663604736328,-4.977994164276123,4.106055847167968
1788862019613203200,1.357203125,-5.986551613616943,-3.629310441589355,3.1419407661437986
1788862019623245600,1.36724560546875,-5.3299418083190915,-4.161122485351562,2.995445552062988
1788862019633286400,1.377286376953125,-5.188683910369873,-6.481103894042969,3.9647979492187497
1788862019643328500,1.38732861328125,-5.005677120971679,-7.424269710540771,5.3950341659545895
1788862019653369300,1.397369384765625,-4.522048385620117,-7.693767034912109,6.073491061401366
1788862019663410400,1.407410400390625,-5.236418305969238,-8.460360478973389,6.240336989593506
1788862019673452300,1.417452392578125,-6.114042852020264,-6.456862602233886,6.41646044921875
1788862019683493400,1.427493408203125,-7.61640439376831,-7.592462377166748,4.9543514228820795
1788862019693535200,1.43753515625,-7.9752353675842285,5.444713850402832,6.571784281921387
1788862019703576300,1.447576416015625,-0.24974516067504882,24.682872377777098,4.683956272888183
1788862019713618200,1.4576181640625,-12.356923680877685,-4.18790761642456,-10.187328063964843
1788862019723659300,1.4676591796875,-5.519532652282715,-0.9823708686828613,-0.8683470146179199
1788862019733700400,1.477700439453125,-7.738059765625,-5.773318028259277,2.0632032806396485
1788862019743742500,1.487742431640625,-11.624896523284912,-11.324424214935302,1.1085153686523437
1788862019753783600,1.497783447265625,-5.647173528289795,-10.094552749633788,0.9564835632324218
1788862019763825400,1.507825439453125,0.7924807495117187,-7.5156982864379875,5.908740059661865
1788862019773866500,1.517866455078125,-3.7276223472595214,-5.780350995635986,9.739612353515625
1788862019783908400,1.527908447265625,-10.167575900268554,-0.9540893615722655,9.25718071899414
1788862019793949400,1.537949462890625,-6.653037500762939,-4.905868839263916,8.796596174621582
1788862019803991300,1.5479912109375,-3.5749919914245605,-2.670582314300537,13.734637098693847
1788862019814032400,1.558032470703125,-13.211803311157226,-11.021557704925536,13.254001115417479
1788862019824073200,1.5680732421875,-12.893224852752684,-6.0975827156066895,17.201890015411376
1788862019834115300,1.578115234375,-7.84026224899292,-9.866505041503906,16.195277854919432
1788862019844156400,1.588156494140625,1.1162965240478515,-13.635577005004881,14.01999600906372
1788862019854198500,1.598198486328125,-1.6579846496582031,-12.907290787506103,10.253467884826659
1788862019864239400,1.6082392578125,-6.000018997955322,-12.944550550842285,6.849212399291992
1788862019874281500,1.618281494140625,-6.573879208374023,-13.695581684112549,1.8166005096435547
1788862019884322300,1.628322265625,-5.446509501647949,-11.726799731445311,-1.6371850227355955
1788862019894364400,1.638364501953125,-5.834669445800781,-10.626215155792236,-4.261379679870605
1788862019904405200,1.6484052734375,-7.203703882598877,-10.118045853424071,-5.442020373535156
1788862019914447400,1.658447265625,-8.769212493133544,-10.482413418579101,-4.206163404083251
1788862019924488200,1.66848828125,-9.285761501312255,-11.509077017974853,-3.6337995697021483
1788862019934529300,1.678529296875,-9.491812481689452,-10.934767894744873,-4.189104717254638
1788862019944571400,1.6885712890625,-8.795249436187744,-10.165480973815917,-2.501940734863281
1788862019954612500,1.698612548828125,-9.703100778198241,-9.626486325073241,0.5750573112487792
1788862019964654300,1.708654296875,-10.540622446441649,-8.751704893493653,2.2207716773986816
1788862019974695400,1.7186953125,-10.86009873046875,-8.135048328399657,3.239504483795166
1788862019984737300,1.7287373046875,-9.443778810882568,-7.367108145904541,2.0712837112426756
1788862019994778400,1.7387783203125,-8.058733150482178,-6.5099839515686035,-0.7829039428710937
1788862020004820200,1.7488203125,-6.577620148468017,-6.187365277862549,-2.642450444793701
1788862020014861300,1.758861328125,-6.618620851898193,-3.960159183502197,-2.1689970664978024
1788862020024902400,1.76890234375,-6.288071385192871,-1.7172411407470702,-2.487425887298584
1788862020034945500,1.778945556640625,-7.10554161453247,2.9593828895568848,-1.3819032707214354
1788862020044986400,1.788986328125,-9.662399349975585,5.27981321105957,-0.5352537086486816
1788862020055028500,1.799028564453125,-10.88538748550415,3.6592379623413085,0.30960020217895506
1788862020065069300,1.8090693359375,-9.413552014923095,-1.725022296142578,0.7401075881958007
1788862020075111700,1.819111572265625,-8.713696942138672,-4.799177227783203,-0.003890577697753906
1788862020085152500,1.829152587890625,-10.359710583496094,-5.52282467956543,-0.19033903198242186
