time,seconds_elapsed,z,y,x
1788862385106811100,0.05981103515625,0.22771170735359192,0.07373456656932831,1.6271344423294067
1788862385116853000,0.06985302734375,0.2810406982898712,-0.021121378988027573,1.7200779914855957
1788862385126894000,0.07989404296875,0.2435627281665802,-0.23346680402755737,1.7836766242980957
1788862385136936200,0.089936279296875,0.13047531247138977,-0.48032718896865845,1.8221862316131592
1788862385146977300,0.099977294921875,-0.05332110822200775,-0.7598248720169067,1.8276411294937134
1788862385157019100,0.11001904296875,-0.2999386191368103,-1.0883393287658691,1.7845392227172852
1788862385167060200,0.120060302734375,-0.5201084613800049,-1.3540090322494507,1.7260394096374512
1788862385177102000,0.13010205078125,-0.6693195104598999,-1.5837873220443726,1.6302415132522583
1788862385187143200,0.14014306640625,-0.745522677898407,-1.7436517477035522,1.4578096866607666
1788862385197185000,0.15018505859375,-0.7600459456443787,-1.8213441371917725,1.2522016763687134
1788862385207226000,0.16022607421875,-0.728655993938446,-1.8681631088256836,1.0037018060684204
1788862385217268000,0.17026806640625,-0.680921733379364,-1.9302674531936646,0.7211302518844604
1788862385227309000,0.18030908203125,-0.6180951595306396,-2.027508497238159,0.4532776176929474
1788862385237350000,0.190349853515625,-0.5448316335678101,-2.112201452255249,0.24175390601158142
1788862385247392300,0.200392333984375,-0.4766339361667633,-2.1668341159820557,0.10215979069471359
1788862385257433000,0.21043310546875,-0.43208351731300354,-2.1899492740631104,0.014163626357913017
1788862385267475200,0.22047509765625,-0.4361860156059265,-2.2773873805999756,-0.05061296373605728
1788862385277516000,0.23051611328125,-0.48514875769615173,-2.4284985065460205,-0.08948206156492233
1788862385287558100,0.24055810546875,-0.5797789692878723,-2.581817388534546,-0.14989595115184784
1788862385297599000,0.250598876953125,-0.7020188570022583,-2.6749610900878906,-0.2578916549682617
1788862385307641000,0.26064111328125,-0.8200134634971619,-2.6797935962677,-0.40292611718177795
1788862385317682000,0.270681884765625,-0.7525784969329834,-2.7096216678619385,-0.5627173781394958
1788862385327724000,0.28072412109375,0.021826352924108505,-2.842233180999756,-0.623116135597229
1788862385337764900,0.290764892578125,0.8712929487228394,-2.548152208328247,-0.5148940682411194
1788862385347807200,0.30080712890625,1.3882993459701538,-2.05586576461792,-0.3998938798904419
1788862385357848000,0.31084814453125,1.4959688186645508,-1.7513413429260254,-0.3567107319831848
1788862385367890200,0.32089013671875,1.3362654447555542,-1.706119179725647,-0.3655279278755188
1788862385377931000,0.330930908203125,1.0181076526641846,-1.6640682220458984,-0.3952365517616272
1788862385387972000,0.34097216796875,0.6724485158920288,-1.4295672178268433,-0.40787217020988464
1788862385398014200,0.35101416015625,0.46660298109054565,-1.1565120220184326,-0.3880806267261505
1788862385408055300,0.36105517578125,0.42856305837631226,-1.0132514238357544,-0.3370223641395569
1788862385418097200,0.37109716796875,0.4950595498085022,-1.0371413230895996,-0.28520309925079346
1788862385428138200,0.38113818359375,0.617285966873169,-1.1906248331069946,-0.22638395428657532
1788862385438180000,0.39118017578125,0.7673042416572571,-1.4344710111618042,-0.16638614237308502
